Start Index|Event Name|Start Time|Elapsed Time|Workbook|Worksheet|Dashboard|DataSource Name|CacheHit|Command|Action Name|Command Name|DataEngine API|Dialog Name|Task Name|Job Name|Processor Time Inclusive|Processor Time Exclusive|User Time Inclusive|User Time Exclusive|ContextId|ThreadID|Depth|Path|Level0|Level1|Level2|Level3|Level4|Level5|Level6|Level7|Level8|Level9|Level10|Level11|Level12|Level13|Level14|Level15|Level16|Level17|Level18|Level19|Session ID|Request ID|URL|XML Size|XML Text
276|XercesXMLParser_PrepareParserState|1569.887804600|0.000013100||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|43|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_PrepareParserState|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||252|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SET QUERY_BAND=&apos;App=Table"
277|XercesColonSanitizer|1569.887828100|0.000002900||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|44|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse.XercesColonSanitizer|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||252|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SET QUERY_BAND=&apos;App=Table"
278|XercesXMLParser_DoXercesParse|1569.887823100|0.000142600||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|43|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||252|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SET QUERY_BAND=&apos;App=Table"
279|DOMParser_ParseXmlInputSource|1569.887692100|0.000320200||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|42|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||252|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SET QUERY_BAND=&apos;App=Table"
280|XercesXMLParser_PrepareParserState|1569.972865000|0.000013300||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|43|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_PrepareParserState|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||207|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SET QUERY_BAND=&apos;Mode=Anal"
281|XercesColonSanitizer|1569.972888500|0.000003100||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|44|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse.XercesColonSanitizer|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||207|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SET QUERY_BAND=&apos;Mode=Anal"
282|XercesXMLParser_DoXercesParse|1569.972883600|0.000163400||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|43|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||207|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SET QUERY_BAND=&apos;Mode=Anal"
283|DOMParser_ParseXmlInputSource|1569.972733600|0.000373400||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|42|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||207|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SET QUERY_BAND=&apos;Mode=Anal"
284|XercesXMLParser_PrepareParserState|1570.061201500|0.000009100||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|43|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_PrepareParserState|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||229|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SELECT TOP 1 CurrentCollation&"
285|XercesColonSanitizer|1570.061217600|0.000001600||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|44|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse.XercesColonSanitizer|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||229|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SELECT TOP 1 CurrentCollation&"
286|XercesXMLParser_DoXercesParse|1570.061213900|0.000099100||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|43|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||229|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SELECT TOP 1 CurrentCollation&"
287|DOMParser_ParseXmlInputSource|1570.061124400|0.000219500||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|42|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||229|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <observer>
    <notify>
      <command>SELECT TOP 1 CurrentCollation&"
288|XercesXMLParser_PrepareParserState|1570.089776100|0.000013000||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|43|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_PrepareParserState|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||139|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <notify />
  <proc>GetProtocol</proc>
  <inst>1</inst>
  <hint>1</hin"
289|XercesColonSanitizer|1570.089798400|0.000003400||||Person (Core.Person) (Core)||||tabui:refresh-datasource-ui|||Connecting to data source|GenericLambdaJob|0.000|0.000|0.000|0.000|5255|9824|44|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.ds-parser.parse.ds.parser-connect.ds.connect.ds.connect-data-connection.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.ProgressReporter.ProgressReporter.Task.async-task.task-tbb.DataConnection_connect.Protocol_ConstructProtocol.protocol.create-protocol.ExternalProtocol_Proxy_Construct.ProgressReporter.Task.async-task.task-tbb.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse.XercesColonSanitizer|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|ds-parser|parse|ds|parser-connect|ds|connect||||139|"<?xml version='1.0' encoding='utf-8' ?>

<resp proc='1'>
  <notify />
  <proc>GetProtocol</proc>
  <inst>1</inst>
  <hint>1</hin"
